gene,SYMBOL,GENENAME
AT5G55510,HP22,
AT5G55520,,
AT5G55530,,
AT5G55540,LOP1|TRN1,"Encodes a large plant-specific protein of unknown function, with conserved domains also found in a variety of signaling proteins, In trn mutants, the leaf venation network had a severely reduced complexity: incomplete loops, no tertiary or quaternary veins, and vascular islands. The leaf laminas were asymmetric and narrow because of a severely reduced cell number. TRN1 is required for the maintenance of both the radial pattern of tissue differentiation in the root and for the subsequent circumferential pattern within the epidermis. Double mutant analysis showed that TRN1 and TRN2 act in the same pathway."
AT5G55550,,
AT5G55560,,
AT5G55570,,
AT5G55580,mTERF9,
AT5G55590,QRT1,"Encodes a protein with pectin methylesterase activity. No change in activity were detected in mutants defective in this gene, which was interpreted as a result of redundancy of product function with other pectin methylesterases. The gene product is required for pollen separation during normal development. In qrt mutants, the outer walls of the four meiotic products of the pollen mother cell are fused, and pollen grains are released in tetrads.May be required for cell type-specific pectin degradation."
AT5G55600,,
AT5G55610,,
AT5G55620,,
AT5G55630,ATKCO1|ATTPK1|KCO1|TPK1,"Encodes AtTPK1 (KCO1), a member of the Arabidopsis thaliana K+ channel family of AtTPK/KCO proteins. AtTPK1 is targeted to the vacuolar membrane. Forms homomeric ion channels in vivo. Voltage-independent and Ca2+-activated K+ channel. Activated by 14-3-3 proteins."
AT5G55640,,
AT5G55650,,
AT5G55660,,
AT5G55670,,
AT5G55680,,
AT5G55690,AGL47,
AT5G55700,BAM4|BMY6,In vitro assay indicates no beta-amylase activity of BAM4. However mutation in BAM4 impairs starch breakdown. BAM4 may play a regulatory role.
AT5G55710,AtTic20-V|Tic20-V,
AT5G55720,,
AT5G55730,FLA1,fasciclin-like arabinogalactan-protein 1 (Fla1)
AT5G55740,CRR21,"Encodes a member of the E+ subgroup of the PPR protein family, containing the E and E+ motifs following a tandem array of PPR motifs.  It also contains an unknown motif consisting of 15 aa, which is highly conserved in some PPR proteins, including CRR4.  CRR21 is involved in RNA editing of the site 2 of ndhD (ndhD-2),which encodes a subunit of the NDH complex.  The RNA editing changes aa 128 from Ser to Leu.  Mutants have impaired NDH complex activity."
AT5G55760,SRT1,"Encodes SRT1, a member of the SIR2 (sirtuin) family HDAC (histone deacetylase) (SRT1/AT5g55760, SRT2/AT5G09230)."
AT5G55790,,
AT5G55800,,
AT5G55810,AtNMNAT|NMNAT,encodes a bi-functional enzyme that expresses both nicotinamide-nucleotide adenylyltransferase (2.7.7.1) and nicotinate-nucleotide adenylyltransferase (2.7.7.18)activity.
AT5G55820,INCENP|WYR,
AT5G55830,LecRK-S.7,
AT5G55840,,
AT5G55850,NOI|NOI4,NOI protein
AT5G55860,TREPH1,
AT5G55900,,
AT5G55910,AGC1-1|D6PK,"D6PK is a protein kinase involved that plays a role in polar auxin transport. Most likely acts redundantly with the related proteins: D6PKL1,D6PKL2,and D6PKL3. PIN1 is a target of D6PK phosphorylation."
AT5G55920,AtTRM4c|NOP2A|OLI2|TRM4c,Encodes a homolog of the S. cerevisiae Nop2 that is involved in ribosome biogenesis and plays a role on organ size control by promoting cell proliferation and preventing compensation in normal leaf development.
AT5G55930,ATOPT1|OPT1,oligopeptide transporter
AT5G55940,emb2731,
AT5G55950,,
AT5G55960,,
AT5G55970,DDR1,
AT5G55990,ATCBL2|CBL2|SCaBP1,Encodes a member of the Arabidopsis CBL (Calcineurin B-like Calcium Sensor) protein family.
AT5G56000,AtHsp90.4|Hsp81.4,
AT5G56010,AtHsp90-3|AtHsp90.3|HSP81-3|Hsp81.3,"A member of heat shock protein 90 (HSP90) gene family. Expressed in all tissues and abundant in root apical meristem, pollen and tapetum. Expression is NOT heat-induced but induced by IAA and NaCl. Overexpression reduced tolerance to heat and conferred higher tolerance to calcium."
AT5G56020,,
AT5G56030,AtHsp90.2|ERD8|HSP81-2|HSP81.2|HSP90.2,"A member of heat shock protein 90 (HSP90) gene family. Expressed in all tissues and abundant in root apical meristem, pollen and tapetum. Expression is NOT heat-induced but induced by IAA and NaCl. Interacts with HsfA1d in the cytosol and the nucleus and negatively regulates HsfA1d. Did not bind to  AtHsfA4c."
AT5G56040,RGI4|SKM2,
AT5G56050,NHL43,
AT5G56060,,
AT5G56080,ATNAS2|NAS2,Encodes a protein with nicotianamine synthase activity. Its transcript levels rise in roots in response to zinc deficiency and rise in leaves in response to elevated levels of zinc.
AT5G56090,COX15,"Encodes a homolog of COX15.  Microarray analysis show a 3.2 fold increase in transcription after treatment with rotenone, an electron transport chain inhibitor."
AT5G56100,,
AT5G56120,,
AT5G56130,AtTEX1|RAE2|TEX1|THO3,"Encodes a component of the putative Arabidopsis THO/TREX complex: THO1 or HPR1 (At5g09860), THO2 (At1g24706), THO3 or TEX1 (At5g56130), THO5 (At5g42920, At1g45233), THO6 (At2g19430), and THO7 (At5g16790, At3g02950). THO/TREX complexes in animals have been implicated in the transport of mRNA precursors.  Mutants of THO3/TEX1, THO1, THO6 accumulate reduced amount of small interfering (si)RNA, suggesting a role of the putative Arabidopsis THO/TREX in siRNA biosynthesis."
AT5G56140,KH29,
AT5G56150,UBC30,
AT5G56160,,
AT5G56170,LLG1,
AT5G56180,ARP8|ATARP8,encodes a protein whose sequence is similar to actin-related proteins (ARPs) in other organisms. Member of nuclear ARP family of genes.
AT5G56190,,
AT5G56200,,
AT5G56210,WIP2,
AT5G56220,TN21,
AT5G56230,PRA1.G2,
AT5G56240,,
AT5G56250,HAP8,
AT5G56260,,
AT5G56270,ATWRKY2|WRKY2,WRKY transcription factor 2
AT5G56280,CSN6A,one of two genes encoding subunit 6 of COP9 signalosome complex. Protein contains a MPR1p and PAD1p N-terminal (MPN) domain at the N-terminal region and belongs to the Mov34 superfamily. Mutant and antisense expression result in a number of developmental defects and in ubiquitin/proteasome-mediated protein degradation.
AT5G56290,ATPEX5|EMB2790|PEX5,"Encodes the peroxisomal targeting signal type 1 receptor that facilitates peroxisomal protein translocation. It recognizes proteins with the PTS1 consensus sequence (tripeptide SKL or a conserved variant) at the extreme C terminus.  The protein has several domains, including C-terminal tetratricopeptide repeat motifs which act in binding the C-terminal SKL targeting signal.  The mechanism of transport has been worked out in other organisms:  The receptor recognizes and binds cytosolic PTS1-containing proteins.  The PEX5-PTS1 complex binds a PEX14/PEX13 receptor complex at the peroxisome membrane and is translocated into the peroxisome matrix in a process dependent on PEX2,PEX10, and PEX12.  In the peroxisome matrix, PEX5 releases its cargo and is recycled to the cytosol in a process dependent on PEX1, PEX4, PEX6 and PEX22.  It is also involved, in conjunction with PEX7, in PTS1- and PTS2-dependent peroxisomal protein import.  RNAi experiments suggest that PEX5 is necessary for the maintenance of both glyoxysomal and leaf peroxisomal functions."
AT5G56300,GAMT2,"A member of the Arabidopsis SABATH methyltransferase gene family.  Encodes GAMT2, a methyltransferase that uses S-adenosine-L-methionine (SAM) as a methyl donor to methylate the carboxyl group of GAs, resulting in the methyl esters of GAs (MeGAs).  Expressed most highly in the siliques during seed development."
AT5G56310,,
AT5G56320,ATEXP14|ATEXPA14|ATHEXP|EXP14|EXPA14,"member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)"
AT5G56340,ATCRT1|BTL04,
AT5G56350,,
AT5G56360,PSL4,"Encodes PSL4, beat-subunit of endoplasmic reticulum-resident glucosidase II, which is essential for stable accumulation and quality control of the elf18 receptor EFR but not the flg22 receptor FLS2."
AT5G56368,,Encodes a defensin-like (DEFL) family protein.
AT5G56370,,
AT5G56380,,
AT5G56420,,
AT5G56450,PM-ANT,
AT5G56460,PBL16,
AT5G56490,AtGulLO4|GulLO4,
AT5G56500,Cpn60beta3|CPNB3,
AT5G56510,APUM12|PUM12,Encodes a member of the Arabidopsis Pumilio (APUM) proteins containing PUF domain (eight repeats of approximately 36 amino acids each). PUF proteins regulate both mRNA stability and translation through sequence-specific binding to the 3' UTR of target mRNA transcripts.
AT5G56520,,
AT5G56530,,
AT5G56540,AGP14|ATAGP14,Encodes arabinogalactan protein (AGP14).
AT5G56550,ATOXS3|OXS3,Encodes OXIDATIVE STRESS 3 (OXS3)&#65292; involved in tolerance to heavy metals and oxidative stress.
AT5G56555,,
AT5G56570,,
AT5G56580,ANQ1|ATMKK6|MKK6|SUMM4,Encodes a member of the MAP Kinase Kinase family of proteins. It can phosphorylate MPK12 in vitro and it can be dephosphorylated by MKP2 in vitro.
AT5G56590,,
AT5G56600,PFN3|PRF3,"Encodes profilin3, a low-molecular weight, actin monomer-binding protein that regulates the organization of actin cytoskeleton. Originally known as profilin5, and later named profilin3. Expressed in vegetative organs."
AT5G56610,PTPMT2,
AT5G56620,anac099|NAC099|SND5,
AT5G56630,PFK7,
AT5G56650,ILL1,encodes a protein similar to IAA conjugate hydrolases. Enzyme assays with purified GST-tagged protein shows some activity in vitro but too low to be physiologically significant.
AT5G56660,ILL2,encodes IAA-amino acid hydrolase that has a broad range of substrate specificity. It is most active on IAA-Ala among the IAA-conjugate hydrolases tested.
AT5G56670,eS30x|RPS30C,
AT5G56680,EMB2755|SYNC1,Encodes a putative cytosolic asparaginyl-tRNA synthetase.
AT5G56700,,
AT5G56710,eL31x,
AT5G56720,c-NAD-MDH3,
AT5G56730,,
AT5G56740,HAC07|HAC7|HAG02|HAG2,Encodes an enzyme with histone acetyltransferase activity. Histone H4 is the primary substrate for the enzyme. Prior acetylation of  lysine 12 of histone H4 reduces radioactive acetylation by  HAG2. HAG2 acetylates histone H4 lysine 12.
AT5G56750,NDL1,
AT5G56760,ATSERAT1;1|SAT-52|SAT5|SERAT1;1,Encodes a cytosolic serine O-acetyltransferase involved in sulfur assimilation and cysteine biosynthesis. Expressed in the vascular system.
AT5G56780,ATET2|ET2,
AT5G56790,,
AT5G56795,MT1B,"one of the five metallothioneins (MTs) genes identified in Arabidopsis. MTs are cysteine-rich proteins required for heavy metal tolerance. The MT1b gene, however, is indicated to be inactive."
AT5G56810,,
AT5G56840,,
AT5G56850,,
AT5G56860,GATA21|GNC,Encodes a member of the GATA factor family of zinc finger transcription factors.
AT5G56870,BGAL4,
AT5G56880,,
AT5G56890,,
AT5G56900,AtC3H64,
AT5G56910,,
AT5G56930,AtC3H65|EMB1789,
AT5G56940,bS16m,
AT5G56950,NAP1;3|NFA03|NFA3,Encodes a member of a small gene family of proteins with similarity to nucleosome assembly proteins.May function in nucleotide excision repair. Loss of function mutations have no obvious visible phenotypes but do seem to affect transcription of NER related genes.
AT5G56960,,
AT5G56970,ATCKX3|CKX3,"It encodes a protein whose sequence is similar to cytokinin oxidase/dehydrogenase, which catalyzes the degradation of cytokinins."
AT5G56980,,
AT5G56985,,
AT5G56990,,
AT5G57000,,
AT5G57010,,
AT5G57015,ckl12,
AT5G57020,ATNMT1|NMT1,Arabidopsis thaliana myristoyl-CoA:protein N-myristoyltransferase.
AT5G57030,LUT2,"Lutein-deficient 2 (LUT2) required for lutein biosynthesis, member of the xanthophyll class of carotenoids. Encodes lycopene epsilon cyclase"
AT5G57035,,
AT5G57040,GLXI-like;11,
AT5G57050,ABI2|AtABI2,Encodes a protein phosphatase 2C and is involved in ABA signal transduction. Binds fibrillin preprotein in vitro and in vivo.
AT5G57060,,
AT5G57070,,
AT5G57080,,
AT5G57090,AGR|AGR1|ATPIN2|EIR1|MM31|PIN2|WAV6,"Encodes an auxin efflux carrier that is similar to bacterial membrane transporters. Root-specific role in the transport of auxin. Acts downstream of CTR1 and ethylene biosynthesis, in the same pathway as EIN2 and AUX1, and independent from EIN3 and EIN5/AIN1 pathway. In the root, the protein localizes apically in epidermal and lateral root cap cells and predominantly basally in cortical cells. Functions may be regulated by phosphorylation status. EIR1 expression is induced by brassinolide treatment in the brassinosteroid-insensitive br1 mutant. Gravistimulation resulted in asymmetric PIN2 distribution, with more protein degraded at the upper side of the gravistimulated root. Protein turnover is affected by the proteasome and by endosomal cycling. Plasma membrane-localized PIN proteins mediate a saturable efflux of auxin. PINs mediate auxin efflux from mammalian and yeast cells without needing additional plant-specific factors. The action of PINs in auxin efflux is distinct from PGPs, rate-limiting, specific  to auxins and sensitive to auxin transport inhibitors. Membrane sterol composition is essential for the acquisition of  PIN2 polarity."
AT5G57100,,
AT5G57110,ACA8|AT-ACA8,"Arabidopsis-autoinhibited Ca2+ -ATPase, isoform 8, contains all of the characteristic motifs of Ca2+ -transporting P-type Ca2+ -ATPases and is localized to the plasma membrane."
AT5G57120,,
AT5G57123,,
AT5G57130,SMXL5,
AT5G57140,ATPAP28|PAP28,
AT5G57150,,
AT5G57160,ATLIG4|LIG4,"Encodes the Arabidopsis orthologue of the yeast and mammalian DNA ligase IV.  Involved in the repair of DNA damage but, unlike in yeast, not required for T-DNA integration.  Interacts with the Arabidopsis homologue of XRCC4."
AT5G57170,AT5G57170|MDL1,
AT5G57180,CIA2,Transcription regulator responsible for  specific upregulation of the translocon genes  atToc33 and atToc75 in leaves. Involved in protein import into chloroplast.
AT5G57190,PSD2,Encodes the minor form of the two non-mitochondrail phosphatidylserine decarboxylase. The gene expression level is very low. Located at the tonoplast.
AT5G57210,,
AT5G57220,CYP81F2,"member of CYP81F, involved in glucosinolate metabolism. Mutants had impaired resistance to fungi."
AT5G57230,,
AT5G57240,ORP4C,
AT5G57250,,
AT5G57270,,
AT5G57280,RID2,
AT5G57290,AtP3B|P3B|P3y,
AT5G57300,COQ5,
AT5G57320,VLN5,
AT5G57330,,
AT5G57340,,
AT5G57345,AtOxR,
AT5G57350,AHA3|ATAHA3|HA3,member of Plasma membrane H+-ATPase family
AT5G57360,ADO1|FKL2|LKP1|ZTL,"Encodes clock-associated PAS protein ZTL; Also known as FKF1-like protein 2 or ADAGIO1(ADO1). A protein containing a PAS domain  ZTL contributes to the plant fitness (carbon fixation, biomass) by influencing the circadian clock period. ZTL is the F-box component of an SCF complex implicated in the degradation of TOC1."
AT5G57370,,
AT5G57380,VIN3,"Encodes a plant homeodomain protein VERNALIZATION INSENSITIVE 3 (VIN3).  In planta VIN3 and VRN2, VERNALIZATION 2, are part of a large protein complex that can include the polycomb group (PcG) proteins FERTILIZATION INDEPENDENT ENDOSPERM (FIE), CURLY LEAF (CLF), and SWINGER (SWN or EZA1).  The complex has a role in establishing FLC (FLOWERING LOCUS C) repression during vernalization."
AT5G57390,AIL5|CHO1|EMK|PLT5,Encodes a member of the AP2 family of transcriptional regulators.May be involved in germination and seedling growth. Mutants are resistant to ABA analogs and are resistant to high nitrogen concentrations.essential for the developmental  transition between the embryonic and vegetative  phases in plants.Overexpression results in the formation of somatic embryos on cotyledons.
AT5G57410,,
AT5G57420,IAA33,Belongs to auxin inducible gene family.
AT5G57440,GPP2|GS1,a member of haloacid dehalogenase-like hydrolase family
AT5G57450,ATXRCC3|XRCC3,"Involved in homologous recombination and recombinational repair, mutants are sterile, hypersensitive to DNA crosslinking agents, show aberrant meiosis with extensive chromosome fragmentation"
AT5G57460,TML,
AT5G57480,,
AT5G57490,ATVDAC4|VDAC4,"Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol."
